,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
274386,C560907,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-3,2011-07-21 17:55:00,4.15,16875.0,United Kingdom
531419,C580954,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-9,2011-12-06 14:19:00,3.75,12967.0,United Kingdom
220845,556233,21136,sold as set on dotcom,-272,2011-06-09 15:20:00,0.0,nan,United Kingdom
349805,C567532,21136,PAINTED METAL PEARS ASSORTED,-8,2011-09-21 09:44:00,1.69,15888.0,United Kingdom
456028,C575663,21136,PAINTED METAL PEARS ASSORTED,-1,2011-11-10 14:52:00,1.69,13769.0,United Kingdom
4885,C536817,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-02 17:08:00,3.25,14156.0,EIRE
4944,C536829,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-02 17:36:00,3.25,13295.0,United Kingdom
17354,C537746,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-08 11:03:00,3.25,15021.0,United Kingdom
47169,C540393,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-01-06 18:08:00,3.25,17428.0,United Kingdom
53478,C540837,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-4,2011-01-11 15:02:00,2.75,14733.0,United Kingdom
86900,C543611,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-02-10 14:38:00,2.75,17850.0,United Kingdom
94809,C544420,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-02-18 15:18:00,2.75,16191.0,United Kingdom
130693,C547502,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-03-23 12:42:00,3.25,14513.0,United Kingdom
199717,C554100,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-05-22 13:27:00,3.25,15555.0,United Kingdom
225285,C556645,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-06-13 16:08:00,2.75,13771.0,United Kingdom
228323,C556925,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-420,2011-06-15 14:23:00,2.75,16013.0,United Kingdom
256290,C559473,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-07-08 13:40:00,2.75,13769.0,United Kingdom
263928,C560045,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-07-14 14:51:00,2.75,16779.0,United Kingdom
272141,C560733,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-360,2011-07-20 14:55:00,2.75,15298.0,United Kingdom
272143,C560735,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-360,2011-07-20 14:59:00,2.75,16013.0,United Kingdom
304664,C563595,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-08-18 06:15:00,2.75,13769.0,United Kingdom
309161,C564063,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-08-22 15:00:00,3.25,16184.0,United Kingdom
335183,C566280,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-09-11 14:12:00,3.95,12748.0,United Kingdom
355894,C567978,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-09-23 10:40:00,3.95,14546.0,United Kingdom
385506,C570203,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-10-07 16:49:00,3.29,15311.0,United Kingdom
407334,C571861,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-10-19 13:43:00,3.95,16670.0,United Kingdom
410579,C572116,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-10-20 19:17:00,3.29,15620.0,United Kingdom
450085,C575156,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-4,2011-11-08 16:18:00,3.95,16602.0,United Kingdom
450092,C575160,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-11-08 16:23:00,3.95,14911.0,EIRE
492596,C578136,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-2,2011-11-23 10:57:00,3.95,14156.0,EIRE
508707,C579266,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-24,2011-11-29 09:25:00,3.29,15621.0,United Kingdom
514982,C579756,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-1,2011-11-30 14:54:00,3.95,14733.0,United Kingdom
516488,C579913,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-1,2011-12-01 08:55:00,3.95,14626.0,United Kingdom
516561,C579935,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-6,2011-12-01 09:46:00,3.95,14188.0,United Kingdom
525953,C580641,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-14,2011-12-05 12:52:00,3.95,15621.0,United Kingdom
540082,C581464,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-6,2011-12-08 18:57:00,3.95,15951.0,United Kingdom
340683,566712,22030,missing,-635,2011-09-14 12:04:00,0.0,nan,United Kingdom
111849,C545836,21789,KIDS RAIN MAC PINK,-1,2011-03-07 13:19:00,0.85,14606.0,United Kingdom
306961,C563856,21789,KIDS RAIN MAC PINK,-19,2011-08-19 15:39:00,0.85,13090.0,United Kingdom
257669,C559540,21850,BLUE  DIAMANTE PEN IN GIFT BOX,-36,2011-07-10 12:39:00,4.25,18024.0,United Kingdom
529658,C580740,20978,36 PENCILS TUBE SKULLS,-16,2011-12-06 09:25:00,1.25,12479.0,Germany
170537,551323,21398,damages,-9,2011-04-27 15:31:00,0.0,nan,United Kingdom
288220,C562144,21643,ASSORTED TUTTI FRUTTI MIRROR,-12,2011-08-03 10:43:00,1.25,12757.0,Portugal
500145,578733,21643,damaged,-9,2011-11-25 11:32:00,0.0,nan,United Kingdom
151033,549527,21620,mystery! Only ever imported 1800,-1479,2011-04-08 16:03:00,0.0,nan,United Kingdom
522161,580380,21620,check,-20,2011-12-02 17:58:00,0.0,nan,United Kingdom
273712,C560855,22260,FELT EGG COSY BLUE RABBIT ,-4,2011-07-21 13:00:00,0.85,14410.0,United Kingdom
173849,551723,22136,missing,-23,2011-05-03 16:51:00,0.0,nan,United Kingdom
184785,C552704,22136,LOVE HEART SOCK HANGER,-1,2011-05-10 16:05:00,1.45,13098.0,United Kingdom
405021,C571707,10135,COLOURING PENCILS BROWN TUBE,-1,2011-10-18 15:33:00,1.25,14056.0,United Kingdom
49859,C540535,20681,PINK POLKADOT CHILDRENS UMBRELLA,-1,2011-01-09 14:17:00,3.25,15005.0,United Kingdom
112036,545857,20681,MIA,-154,2011-03-07 13:56:00,0.0,nan,United Kingdom
128446,547329,20681,missing,-1,2011-03-22 11:38:00,0.0,nan,United Kingdom
145070,C548866,20681,PINK POLKADOT CHILDRENS UMBRELLA,-1,2011-04-04 14:09:00,3.25,14606.0,United Kingdom
156081,C550099,20682,RED RETROSPOT CHILDRENS UMBRELLA,-1,2011-04-14 12:28:00,3.25,16933.0,United Kingdom
204686,C554685,20682,RED RETROSPOT CHILDRENS UMBRELLA,-1,2011-05-25 16:30:00,3.25,16161.0,United Kingdom
239026,C557965,20682,RED RETROSPOT CHILDRENS UMBRELLA,-1,2011-06-24 09:32:00,3.25,13115.0,United Kingdom
363279,C568557,20682,RED RETROSPOT CHILDRENS UMBRELLA,-1,2011-09-27 15:48:00,3.25,12681.0,France
424160,C573228,20682,RED RETROSPOT CHILDRENS UMBRELLA,-1,2011-10-28 11:54:00,3.25,16764.0,United Kingdom
531415,C580954,20682,RED RETROSPOT CHILDRENS UMBRELLA,-15,2011-12-06 14:19:00,3.25,12967.0,United Kingdom
73590,542362,20699,missing,-16,2011-01-27 12:49:00,0.0,nan,United Kingdom
360738,568302,20700,missing,-121,2011-09-26 12:46:00,0.0,nan,United Kingdom
24917,C538350,20718,RED RETROSPOT SHOPPER BAG,-3,2010-12-10 15:01:00,1.06,13798.0,United Kingdom
32401,C539072,20718,RED RETROSPOT SHOPPER BAG,-10,2010-12-15 17:05:00,1.25,15664.0,United Kingdom
161561,C550475,20718,RED RETROSPOT SHOPPER BAG,-1,2011-04-18 13:59:00,1.06,13798.0,United Kingdom
235953,C557663,20718,RED RETROSPOT SHOPPER BAG,-11,2011-06-21 17:59:00,1.25,nan,EIRE
268337,C560409,20718,RED RETROSPOT SHOPPER BAG,-10,2011-07-18 14:24:00,1.25,16717.0,United Kingdom
47159,C540389,20752,BLUE POLKADOT WASHING UP GLOVES,-1,2011-01-06 18:00:00,2.1,14426.0,United Kingdom
115812,546146,20752,missing,-40,2011-03-09 16:41:00,0.0,nan,United Kingdom
478933,577120,20752,check,-10,2011-11-17 18:09:00,0.0,nan,United Kingdom
494928,C578280,20752,BLUE POLKADOT WASHING UP GLOVES,-1,2011-11-23 13:53:00,2.1,17841.0,United Kingdom
61957,C541492,20931,BLUE POT PLANT CANDLE ,-1,2011-01-18 14:24:00,3.75,nan,United Kingdom
349875,C567541,20931,BLUE POT PLANT CANDLE ,-3,2011-09-21 10:15:00,2.95,15498.0,United Kingdom
479426,C577159,20931,BLUE POT PLANT CANDLE ,-11,2011-11-18 09:58:00,2.95,15406.0,United Kingdom
395112,C571003,21015,DARK BIRD HOUSE TREE DECORATION,-4,2011-10-13 12:04:00,0.29,15801.0,United Kingdom
111847,C545836,21067,VINTAGE RED TEATIME MUG,-1,2011-03-07 13:19:00,1.25,14606.0,United Kingdom
259969,559792,21067,missing,-66,2011-07-12 12:31:00,0.0,nan,United Kingdom
270319,C560559,21067,VINTAGE RED TEATIME MUG,-3,2011-07-19 13:24:00,1.25,16145.0,United Kingdom
304342,C563570,21067,VINTAGE RED TEATIME MUG,-23,2011-08-17 14:51:00,1.06,17949.0,United Kingdom
532723,580990,21109,wet,-48,2011-12-06 16:54:00,0.0,nan,United Kingdom
243525,C558466,21110,LARGE CAKE TOWEL PINK SPOTS,-2,2011-06-29 15:20:00,6.75,12951.0,United Kingdom
510622,579460,21110,missing,-151,2011-11-29 14:39:00,0.0,nan,United Kingdom
259829,C559742,21164,HOME SWEET HOME METAL SIGN ,-6,2011-07-12 11:11:00,2.95,14267.0,United Kingdom
312727,C564368,21208,PASTEL COLOUR HONEYCOMB FAN,-24,2011-08-25 09:29:00,0.39,16493.0,United Kingdom
347968,C567359,21208,PASTEL COLOUR HONEYCOMB FAN,-6,2011-09-19 16:33:00,0.39,15201.0,United Kingdom
364002,C568596,21208,PASTEL COLOUR HONEYCOMB FAN,-6,2011-09-28 11:13:00,0.39,16493.0,United Kingdom
437073,C574261,21208,PASTEL COLOUR HONEYCOMB FAN,-5,2011-11-03 14:00:00,0.39,12683.0,France
92047,C544174,21272,SALLE DE BAIN HOOK,-1,2011-02-16 14:13:00,1.25,13001.0,United Kingdom
116080,C546210,21272,SALLE DE BAIN HOOK,-1,2011-03-10 11:31:00,1.25,14713.0,United Kingdom
205953,554852,21272,missing,-212,2011-05-27 09:24:00,0.0,nan,United Kingdom
279080,C561233,21279,VINTAGE KITCHEN PRINT FRUITS,-3,2011-07-26 10:24:00,2.55,17422.0,United Kingdom
146627,549008,21281,missing,-31,2011-04-05 14:38:00,0.0,nan,United Kingdom
387142,570264,21288,missing,-22,2011-10-10 10:03:00,0.0,nan,United Kingdom
414043,C572334,21288,STRIPEY CHOCOLATE NESTING BOXES,-24,2011-10-24 10:25:00,2.55,14607.0,United Kingdom
255423,C559345,21439,BASKET OF TOADSTOOLS,-408,2011-07-07 17:16:00,1.06,13984.0,United Kingdom
127146,C547198,21447,12 IVORY ROSE PEG PLACE SETTINGS,-1,2011-03-21 12:50:00,1.25,14606.0,United Kingdom
229336,557031,21447,missing,-65,2011-06-16 13:31:00,0.0,nan,United Kingdom
350504,567645,21447,missing,-53,2011-09-21 14:27:00,0.0,nan,United Kingdom
45904,C540307,21537,RED RETROSPOT PUDDING BOWL,-48,2011-01-06 12:58:00,3.75,15823.0,United Kingdom
64608,C541656,21537,RED RETROSPOT PUDDING BOWL,-1,2011-01-20 12:07:00,4.25,17315.0,United Kingdom
70678,C542094,21537,RED RETROSPOT PUDDING BOWL,-2,2011-01-25 12:47:00,4.25,13310.0,United Kingdom
79148,C542910,21537,RED RETROSPOT PUDDING BOWL,-1,2011-02-01 15:38:00,3.75,17511.0,United Kingdom
115811,546145,21537,missing,-80,2011-03-09 16:39:00,0.0,nan,United Kingdom
127569,C547234,21537,RED RETROSPOT PUDDING BOWL,-1,2011-03-21 16:21:00,4.25,12428.0,Finland
197482,C553910,21537,RED RETROSPOT PUDDING BOWL,-1,2011-05-19 19:02:00,4.25,18168.0,United Kingdom
381251,C569851,21537,RED RETROSPOT PUDDING BOWL,-1,2011-10-06 14:02:00,3.75,17511.0,United Kingdom
131708,547618,21547,missing,-12,2011-03-24 11:28:00,0.0,nan,United Kingdom
280656,561479,21594,missing,-1,2011-07-27 13:32:00,0.0,nan,United Kingdom
500161,578738,21638,missing,-33,2011-11-25 11:33:00,0.0,nan,United Kingdom
7198,537006,21648,missing,-130,2010-12-03 15:36:00,0.0,nan,United Kingdom
206340,C554931,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,-1,2011-05-27 13:21:00,1.25,17841.0,United Kingdom
174044,551735,21656,samples,-19,2011-05-04 10:25:00,0.0,nan,United Kingdom
64523,C541641,21671,RED SPOT CERAMIC DRAWER KNOB,-1,2011-01-20 11:00:00,1.25,17841.0,United Kingdom
152850,C549692,21671,RED SPOT CERAMIC DRAWER KNOB,-1,2011-04-11 13:43:00,1.06,13668.0,United Kingdom
206342,C554931,21671,RED SPOT CERAMIC DRAWER KNOB,-1,2011-05-27 13:21:00,1.25,17841.0,United Kingdom
241427,C558202,21671,RED SPOT CERAMIC DRAWER KNOB,-1,2011-06-27 13:24:00,1.25,17841.0,United Kingdom
253970,C559253,21671,RED SPOT CERAMIC DRAWER KNOB,-2,2011-07-07 11:44:00,1.25,12472.0,Germany
255450,C559347,21671,RED SPOT CERAMIC DRAWER KNOB,-12,2011-07-07 17:22:00,1.25,18072.0,United Kingdom
293154,C562582,21671,RED SPOT CERAMIC DRAWER KNOB,-8,2011-08-07 13:53:00,1.25,15640.0,United Kingdom
319990,C564955,21671,RED SPOT CERAMIC DRAWER KNOB,-1,2011-08-31 13:39:00,1.25,15786.0,United Kingdom
329636,C565848,21671,RED SPOT CERAMIC DRAWER KNOB,-15,2011-09-07 12:48:00,1.45,14606.0,United Kingdom
352807,C567691,21671,RED SPOT CERAMIC DRAWER KNOB,-85,2011-09-21 17:04:00,1.45,17567.0,United Kingdom
390004,C570490,21671,RED SPOT CERAMIC DRAWER KNOB,-1,2011-10-10 17:16:00,1.45,14356.0,United Kingdom
394053,C570867,21671,RED SPOT CERAMIC DRAWER KNOB,-12,2011-10-12 16:17:00,1.45,12607.0,USA
476237,C576968,21671,RED SPOT CERAMIC DRAWER KNOB,-11,2011-11-17 11:51:00,1.45,13668.0,United Kingdom
481179,C577351,21671,RED SPOT CERAMIC DRAWER KNOB,-1,2011-11-18 15:37:00,1.45,17728.0,United Kingdom
146629,549010,21684,missing,-62,2011-04-05 14:39:00,0.0,nan,United Kingdom
221186,556242,21700,sold as set on dotcom and amazon,-1206,2011-06-09 16:06:00,0.0,nan,United Kingdom
222061,C556327,21700,BIG DOUGHNUT FRIDGE MAGNETS,-36,2011-06-10 11:22:00,0.85,17659.0,United Kingdom
255906,559390,21700,missing,-110,2011-07-08 10:46:00,0.0,nan,United Kingdom
140740,C548460,21745,GAOLERS KEYS DECORATIVE GARDEN ,-4,2011-03-31 11:58:00,3.75,16801.0,United Kingdom
394946,C570902,21775,DECORATIVE FLORE BATHROOM BOTTLE,-3,2011-10-13 10:53:00,1.25,17724.0,United Kingdom
142703,C548628,21820,GLITTER HEART GARLAND WITH BELLS ,-6,2011-04-01 12:19:00,3.75,13184.0,United Kingdom
320696,565072,21820,missing,-210,2011-08-31 17:22:00,0.0,nan,United Kingdom
358248,C568138,21820,GLITTER HEART GARLAND WITH BELLS ,-6,2011-09-25 10:43:00,3.75,16689.0,United Kingdom
461418,C575940,21820,GLITTER HEART GARLAND WITH BELLS ,-18,2011-11-13 11:38:00,3.75,17838.0,United Kingdom
21700,C538111,21830,ASSORTED CREEPY CRAWLIES,-24,2010-12-09 15:24:00,0.42,17950.0,United Kingdom
151035,549529,21830,"MERCHANT CHANDLER CREDIT ERROR, STO",-576,2011-04-08 16:56:00,0.0,nan,United Kingdom
177903,C552190,21830,ASSORTED CREEPY CRAWLIES,-24,2011-05-06 14:11:00,0.42,12748.0,United Kingdom
323461,565306,21830,sold as 1,-252,2011-09-02 12:20:00,0.0,nan,United Kingdom
323462,565307,21830,missing,-443,2011-09-02 12:20:00,0.0,nan,United Kingdom
345011,567132,21830,OOPS ! adjustment,-384,2011-09-16 14:14:00,0.0,nan,United Kingdom
468999,576566,21830,missing,-186,2011-11-15 13:39:00,0.0,nan,United Kingdom
483840,C577509,21846,PINK DIAMANTE PEN IN GIFT BOX,-12,2011-11-20 12:46:00,4.95,13118.0,United Kingdom
38950,C539605,21868,POTTING SHED TEA MUG,-4,2010-12-20 14:07:00,1.25,13050.0,United Kingdom
47130,C540382,21868,POTTING SHED TEA MUG,-4,2011-01-06 17:38:00,1.25,12957.0,United Kingdom
140739,C548460,21868,POTTING SHED TEA MUG,-12,2011-03-31 11:58:00,1.25,16801.0,United Kingdom
149916,C549315,21868,POTTING SHED TEA MUG,-2,2011-04-08 09:51:00,1.25,12949.0,United Kingdom
188298,C553026,21868,POTTING SHED TEA MUG,-1,2011-05-12 19:35:00,1.25,15249.0,United Kingdom
228408,C556930,21868,POTTING SHED TEA MUG,-12,2011-06-15 15:28:00,1.25,15625.0,United Kingdom
228689,C556938,21868,POTTING SHED TEA MUG,-1,2011-06-15 16:15:00,1.25,15625.0,United Kingdom
250429,C559030,21868,POTTING SHED TEA MUG,-2,2011-07-05 14:51:00,1.25,16571.0,United Kingdom
263191,C559947,21868,POTTING SHED TEA MUG,-36,2011-07-14 10:27:00,1.06,16701.0,United Kingdom
270779,C560589,21868,POTTING SHED TEA MUG,-11,2011-07-19 15:50:00,1.25,15249.0,United Kingdom
468448,576473,21868,missing,-108,2011-11-15 11:40:00,0.0,nan,United Kingdom
514183,579683,21868,check,-28,2011-11-30 13:35:00,0.0,nan,United Kingdom
66836,C541825,21875,KINGS CHOICE MUG,-1,2011-01-21 17:01:00,1.25,12652.0,France
273703,C560855,21875,KINGS CHOICE MUG,-1,2011-07-21 13:00:00,1.25,14410.0,United Kingdom
312952,C564426,21875,KINGS CHOICE MUG,-1,2011-08-25 11:13:00,1.25,15804.0,United Kingdom
382776,C569945,21875,KINGS CHOICE MUG,-1,2011-10-06 18:14:00,1.25,14141.0,United Kingdom
461417,C575940,21875,KINGS CHOICE MUG,-24,2011-11-13 11:38:00,1.25,17838.0,United Kingdom
73414,C542346,21896,POTTING SHED TWINE,-2,2011-01-27 12:00:00,1.85,12709.0,Germany
85415,C543469,21896,POTTING SHED TWINE,-1,2011-02-08 14:55:00,1.85,12709.0,Germany
206117,C554867,21896,POTTING SHED TWINE,-2,2011-05-27 10:48:00,2.1,13050.0,United Kingdom
244398,558520,21896,missing,-38,2011-06-30 10:25:00,0.0,nan,United Kingdom
111576,C545769,21899,"KEY FOB , GARAGE DESIGN",-18,2011-03-07 12:05:00,0.65,14903.0,United Kingdom
116358,C546241,21899,"KEY FOB , GARAGE DESIGN",-18,2011-03-10 13:04:00,0.65,14903.0,United Kingdom
223827,C556493,21899,"KEY FOB , GARAGE DESIGN",-1,2011-06-12 14:56:00,0.65,17802.0,United Kingdom
227685,C556896,21899,"KEY FOB , GARAGE DESIGN",-6,2011-06-15 12:51:00,0.65,12843.0,United Kingdom
21517,C538089,21906,PHARMACIE FIRST AID TIN,-1,2010-12-09 14:47:00,6.75,18230.0,United Kingdom
32373,C539057,21906,PHARMACIE FIRST AID TIN,-11,2010-12-15 16:40:00,6.75,18230.0,United Kingdom
123594,C546903,21906,PHARMACIE FIRST AID TIN,-2,2011-03-17 18:31:00,6.75,16217.0,United Kingdom
212362,C555475,21906,PHARMACIE FIRST AID TIN,-1,2011-06-03 12:11:00,6.75,18232.0,United Kingdom
276578,C561061,21906,PHARMACIE FIRST AID TIN,-1,2011-07-24 13:31:00,6.75,13097.0,United Kingdom
319826,C564903,21906,PHARMACIE FIRST AID TIN,-1,2011-08-31 12:05:00,6.75,16984.0,United Kingdom
108478,C545537,21908,CHOCOLATE THIS WAY METAL SIGN,-2,2011-03-03 14:14:00,2.1,16212.0,United Kingdom
140735,C548460,21908,CHOCOLATE THIS WAY METAL SIGN,-12,2011-03-31 11:58:00,2.1,16801.0,United Kingdom
387482,C570290,21908,CHOCOLATE THIS WAY METAL SIGN,-12,2011-10-10 11:54:00,2.1,14665.0,United Kingdom
65999,C541710,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,2011-01-21 11:17:00,1.45,14320.0,United Kingdom
146126,C548972,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,2011-04-05 11:42:00,1.45,15674.0,United Kingdom
178016,552222,21974,missing,-45,2011-05-06 15:22:00,0.0,nan,United Kingdom
252827,C559140,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,2011-07-06 13:42:00,1.45,13420.0,United Kingdom
270097,C560540,21974,SET OF 36 PAISLEY FLOWER DOILIES,-1,2011-07-19 12:26:00,1.45,12415.0,Australia
394050,C570867,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,2011-10-12 16:17:00,1.45,12607.0,USA
488523,C577832,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,2011-11-22 10:18:00,1.45,18274.0,United Kingdom
150349,549426,22078,missing,-201,2011-04-08 11:55:00,0.0,nan,United Kingdom
45910,C540307,22084,PAPER CHAIN KIT EMPIRE,-36,2011-01-06 12:58:00,2.95,15823.0,United Kingdom
153681,C549786,22084,PAPER CHAIN KIT EMPIRE,-5,2011-04-12 11:58:00,2.95,14071.0,United Kingdom
171492,551422,22084,missing,-150,2011-04-28 14:11:00,0.0,nan,United Kingdom
185167,552766,22084,missing,-56,2011-05-11 11:41:00,0.0,nan,United Kingdom
44894,C540243,22091,EMPIRE TISSUE BOX,-7,2011-01-05 15:32:00,1.25,12585.0,Germany
119235,C546536,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",-1,2011-03-14 14:28:00,12.75,15493.0,United Kingdom
8317,C537132,22184,CAKE STAND VICTORIAN FILIGREE LARGE,-1,2010-12-05 12:29:00,8.5,15221.0,United Kingdom
49130,C540503,22184,CAKE STAND VICTORIAN FILIGREE LARGE,-1,2011-01-09 10:59:00,8.5,13668.0,United Kingdom
74668,542518,22184,missing,-13,2011-01-28 12:17:00,0.0,nan,United Kingdom
255446,C559347,22208,WOOD STAMP SET THANK YOU,-12,2011-07-07 17:22:00,0.83,18072.0,United Kingdom
337333,C566445,22208,WOOD STAMP SET THANK YOU,-1,2011-09-12 15:35:00,1.65,14286.0,United Kingdom
44308,C540164,22246,MAGIC GARDEN FELT GARLAND ,-12,2011-01-05 12:02:00,1.95,14911.0,EIRE
193142,C553514,22283,6 EGG HOUSE PAINTED WOOD,-2,2011-05-17 13:58:00,7.95,17700.0,United Kingdom
225254,C556640,22283,6 EGG HOUSE PAINTED WOOD,-2,2011-06-13 15:44:00,7.95,13148.0,United Kingdom
62463,C541499,22325,MOBILE VINTAGE HEARTS ,-3,2011-01-18 15:23:00,4.95,13693.0,United Kingdom
84299,C543375,22325,MOBILE VINTAGE HEARTS ,-3,2011-02-07 15:09:00,4.95,16321.0,Australia
144113,C548727,22325,MOBILE VINTAGE HEARTS ,-2,2011-04-04 09:45:00,4.95,17725.0,United Kingdom
169480,C551175,22325,MOBILE VINTAGE HEARTS ,-1,2011-04-26 17:17:00,4.95,14329.0,United Kingdom
211884,C555398,22325,MOBILE VINTAGE HEARTS ,-3,2011-06-02 17:30:00,4.95,17375.0,United Kingdom
273908,C560866,22325,MOBILE VINTAGE HEARTS ,-1,2011-07-21 14:04:00,4.95,14410.0,United Kingdom
21755,C538123,22331,WOODLAND PARTY BAG + STICKER SET,-1,2010-12-09 15:41:00,1.65,12605.0,Germany
532722,C580989,22331,WOODLAND PARTY BAG + STICKER SET,-1,2011-12-06 16:42:00,1.65,12709.0,Germany
53577,C540846,22342,HOME GARLAND PAINTED ZINC ,-24,2011-01-11 16:59:00,0.85,13162.0,United Kingdom
197426,C553906,22342,HOME GARLAND PAINTED ZINC ,-12,2011-05-19 18:13:00,1.65,16554.0,United Kingdom
372165,C569233,22350,ILLUSTRATED CAT BOWL ,-1,2011-10-02 15:26:00,2.55,17841.0,United Kingdom
385470,C570199,22393,PAPERWEIGHT VINTAGE COLLAGE,-3,2011-10-07 15:52:00,2.55,13090.0,United Kingdom
443824,C574712,22393,PAPERWEIGHT VINTAGE COLLAGE,-1,2011-11-06 14:25:00,2.55,14502.0,United Kingdom
396480,C571066,22405,MONEY BOX POCKET MONEY DESIGN,-1,2011-10-13 15:05:00,1.06,12709.0,Germany
363135,568546,22409,missing,-20,2011-09-27 14:35:00,0.0,nan,United Kingdom
432002,C573779,22409,MONEY BOX BISCUITS DESIGN,-1,2011-11-01 10:57:00,1.25,16360.0,United Kingdom
127560,C547232,22425,ENAMEL COLANDER CREAM,-2,2011-03-21 16:15:00,4.95,12994.0,United Kingdom
140728,C548460,22425,ENAMEL COLANDER CREAM,-3,2011-03-31 11:58:00,4.95,16801.0,United Kingdom
304671,C563599,22425,ENAMEL COLANDER CREAM,-1,2011-08-18 06:22:00,4.95,15152.0,United Kingdom
165448,550800,22458,Missing,-65,2011-04-20 14:48:00,0.0,nan,United Kingdom
128876,547363,22459,?lost,-232,2011-03-22 12:33:00,0.0,nan,United Kingdom
135862,547916,22459,missing,-36,2011-03-28 12:46:00,0.0,nan,United Kingdom
116112,C546214,22499,WOODEN UNION JACK BUNTING,-1,2011-03-10 11:45:00,5.95,15724.0,United Kingdom
164502,C550650,22499,WOODEN UNION JACK BUNTING,-3,2011-04-19 16:39:00,5.95,18171.0,United Kingdom
85408,C543469,22503,CABIN BAG VINTAGE PAISLEY,-1,2011-02-08 14:55:00,12.75,12709.0,Germany
235936,C557663,22503,CABIN BAG VINTAGE PAISLEY,-6,2011-06-21 17:59:00,24.95,nan,EIRE
422451,C573084,22503,CABIN BAG VINTAGE PAISLEY,-12,2011-10-27 14:24:00,24.95,13587.0,United Kingdom
11519,C537251,22536,MAGIC DRAWING SLATE PURDEY,-11,2010-12-06 10:45:00,0.42,nan,United Kingdom
531294,C580913,22536,MAGIC DRAWING SLATE PURDEY,-120,2011-12-06 13:41:00,0.36,17857.0,United Kingdom
24135,C538314,22586,FELTCRAFT HAIRBAND PINK AND BLUE,-47,2010-12-10 13:52:00,0.85,15514.0,United Kingdom
24187,C538341,22586,FELTCRAFT HAIRBAND PINK AND BLUE,-1,2010-12-10 14:03:00,0.85,15514.0,United Kingdom
478925,577112,22586,check,-30,2011-11-17 17:55:00,0.0,nan,United Kingdom
87634,C543671,22602,RETROSPOT WOODEN HEART DECORATION,-36,2011-02-11 11:24:00,0.85,18087.0,United Kingdom
531783,C580966,22602,RETROSPOT WOODEN HEART DECORATION,-4,2011-12-06 14:52:00,0.85,16554.0,United Kingdom
38413,C539565,22649,STRAWBERRY FAIRY CAKE TEAPOT,-4,2010-12-20 11:56:00,4.25,14113.0,United Kingdom
44211,C540158,22649,STRAWBERRY FAIRY CAKE TEAPOT,-2,2011-01-05 11:42:00,4.95,12471.0,Germany
47172,C540394,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-01-06 18:09:00,4.95,17696.0,United Kingdom
49860,C540535,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-01-09 14:17:00,4.95,15005.0,United Kingdom
